needid,NeedTitle,Description,Agencyid,AgencyName,category,agencyaddress,agencycity,agencystate,agencyzip,phone,email
1481,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles         ,30490,Silverlake Childrens Theatre Group                                                                                      ,BasicNeeds,904 Mayo Street ,Los Angeles         ,CA  ,90042,555-123-0490,fake30490@email.com
1482,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Valencia            ",30467,Copperhill Community Church,BasicNeeds,"26074 Avenue Hall, Suite 5 ",Valencia            ,CA  ,91355,555-123-0467,fake30467@email.com
1483,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Valencia            ,30467,Copperhill Community Church,BasicNeeds,"26074 Avenue Hall, Suite 5 ",Valencia            ,CA  ,91355,555-123-0467,fake30467@email.com
1484,Donation sorting,Help Process Gifts for an Organization in Valencia            ,30467,Copperhill Community Church,BasicNeeds,"26074 Avenue Hall, Suite 5 ",Valencia            ,CA  ,91355,555-123-0467,fake30467@email.com
1485,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Valencia            ,30467,Copperhill Community Church,BasicNeeds,"26074 Avenue Hall, Suite 5 ",Valencia            ,CA  ,91355,555-123-0467,fake30467@email.com
1486,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Valencia            ,30467,Copperhill Community Church,BasicNeeds,"26074 Avenue Hall, Suite 5 ",Valencia            ,CA  ,91355,555-123-0467,fake30467@email.com
1487,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Diego           ",30462,Give Back to Impact Foundation Inc.                                                                                     ,BasicNeeds,"9450 Mira Mesa Blvd., Suite B226",San Diego           ,CA  ,92126,555-123-0462,fake30462@email.com
1488,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in San Diego           ,30462,Give Back to Impact Foundation Inc.                                                                                     ,BasicNeeds,"9450 Mira Mesa Blvd., Suite B226",San Diego           ,CA  ,92126,555-123-0462,fake30462@email.com
1489,Donation sorting,Help Process Gifts for an Organization in San Diego           ,30462,Give Back to Impact Foundation Inc.                                                                                     ,BasicNeeds,"9450 Mira Mesa Blvd., Suite B226",San Diego           ,CA  ,92126,555-123-0462,fake30462@email.com
1490,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in San Diego           ,30462,Give Back to Impact Foundation Inc.                                                                                     ,BasicNeeds,"9450 Mira Mesa Blvd., Suite B226",San Diego           ,CA  ,92126,555-123-0462,fake30462@email.com
1491,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in San Diego           ,30462,Give Back to Impact Foundation Inc.                                                                                     ,BasicNeeds,"9450 Mira Mesa Blvd., Suite B226",San Diego           ,CA  ,92126,555-123-0462,fake30462@email.com
1492,Book/literacy fairs,Help organize a literary and book fair in Huntington Beach    ,30451,St Mary's by the Sea Catholic Church                                                                                    ,Education,321 10th Street ,Huntington Beach    ,CA  ,92648,555-123-0451,fake30451@email.com
1493,Career Days,Help organize a career day at an agency or school in Huntington Beach    ,30451,St Mary's by the Sea Catholic Church                                                                                    ,Education,321 10th Street ,Huntington Beach    ,CA  ,92648,555-123-0451,fake30451@email.com
1494,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Huntington Beach    ,30451,St Mary's by the Sea Catholic Church                                                                                    ,Education,321 10th Street ,Huntington Beach    ,CA  ,92648,555-123-0451,fake30451@email.com
1495,After-school homework help/tutoring,Tutor students after school in Huntington Beach    ,30451,St Mary's by the Sea Catholic Church                                                                                    ,Education,321 10th Street ,Huntington Beach    ,CA  ,92648,555-123-0451,fake30451@email.com
1496,Mentoring,Mentor a Teenager in Huntington Beach    ,30451,St Mary's by the Sea Catholic Church                                                                                    ,Education,321 10th Street ,Huntington Beach    ,CA  ,92648,555-123-0451,fake30451@email.com
1497,Graduations,Help at a High School student graduation ceremony in Huntington Beach    ,30451,St Mary's by the Sea Catholic Church                                                                                    ,Education,321 10th Street ,Huntington Beach    ,CA  ,92648,555-123-0451,fake30451@email.com
1498,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Yucaipa",30424,Jimmys Vision Foundation,BasicNeeds,36431 Rodgers Lane ,Yucaipa,CA  ,92399,555-123-0424,fake30424@email.com
1499,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Yucaipa,30424,Jimmys Vision Foundation,BasicNeeds,36431 Rodgers Lane ,Yucaipa,CA  ,92399,555-123-0424,fake30424@email.com
1500,Donation sorting,Help Process Gifts for an Organization in Yucaipa,30424,Jimmys Vision Foundation,BasicNeeds,36431 Rodgers Lane ,Yucaipa,CA  ,92399,555-123-0424,fake30424@email.com
1501,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Yucaipa,30424,Jimmys Vision Foundation,BasicNeeds,36431 Rodgers Lane ,Yucaipa,CA  ,92399,555-123-0424,fake30424@email.com
1502,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Yucaipa,30424,Jimmys Vision Foundation,BasicNeeds,36431 Rodgers Lane ,Yucaipa,CA  ,92399,555-123-0424,fake30424@email.com
1503,Book/literacy fairs,Help organize a literary and book fair in Santa Monica        ,30419,St. Monica Catholic Church,Education,725 California Avenue ,Santa Monica        ,CA  ,90403,555-123-0419,fake30419@email.com
1504,Career Days,Help organize a career day at an agency or school in Santa Monica        ,30419,St. Monica Catholic Church,Education,725 California Avenue ,Santa Monica        ,CA  ,90403,555-123-0419,fake30419@email.com
1505,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Santa Monica        ,30419,St. Monica Catholic Church,Education,725 California Avenue ,Santa Monica        ,CA  ,90403,555-123-0419,fake30419@email.com
1506,After-school homework help/tutoring,Tutor students after school in Santa Monica        ,30419,St. Monica Catholic Church,Education,725 California Avenue ,Santa Monica        ,CA  ,90403,555-123-0419,fake30419@email.com
1507,Mentoring,Mentor a Teenager in Santa Monica        ,30419,St. Monica Catholic Church,Education,725 California Avenue ,Santa Monica        ,CA  ,90403,555-123-0419,fake30419@email.com
1508,Graduations,Help at a High School student graduation ceremony in Santa Monica        ,30419,St. Monica Catholic Church,Education,725 California Avenue ,Santa Monica        ,CA  ,90403,555-123-0419,fake30419@email.com
1509,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in La Crescenta        ",30402,St Luke's of the Mountains Episcopal Church                                                                             ,BasicNeeds,2563 Foothill Boulevard ,La Crescenta        ,CA  ,91214,555-123-0402,fake30402@email.com
1510,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in La Crescenta        ,30402,St Luke's of the Mountains Episcopal Church                                                                             ,BasicNeeds,2563 Foothill Boulevard ,La Crescenta        ,CA  ,91214,555-123-0402,fake30402@email.com
1511,Donation sorting,Help Process Gifts for an Organization in La Crescenta        ,30402,St Luke's of the Mountains Episcopal Church                                                                             ,BasicNeeds,2563 Foothill Boulevard ,La Crescenta        ,CA  ,91214,555-123-0402,fake30402@email.com
1512,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in La Crescenta        ,30402,St Luke's of the Mountains Episcopal Church                                                                             ,BasicNeeds,2563 Foothill Boulevard ,La Crescenta        ,CA  ,91214,555-123-0402,fake30402@email.com
1513,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in La Crescenta        ,30402,St Luke's of the Mountains Episcopal Church                                                                             ,BasicNeeds,2563 Foothill Boulevard ,La Crescenta        ,CA  ,91214,555-123-0402,fake30402@email.com
1514,Childcare,Help provide childcare at an agency serving families in poverty in Los Angeles         ,30363,Islamic Center of Southern California,Income,434 South Vermont Avenue ,Los Angeles         ,CA  ,90020,555-123-0363,fake30363@email.com
1515,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Los Angeles         ,30363,Islamic Center of Southern California,Income,434 South Vermont Avenue ,Los Angeles         ,CA  ,90020,555-123-0363,fake30363@email.com
1516,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Los Angeles         ,30363,Islamic Center of Southern California,Income,434 South Vermont Avenue ,Los Angeles         ,CA  ,90020,555-123-0363,fake30363@email.com
1517,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Los Angeles         ,30363,Islamic Center of Southern California,Income,434 South Vermont Avenue ,Los Angeles         ,CA  ,90020,555-123-0363,fake30363@email.com
1518,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Los Angeles         ,30363,Islamic Center of Southern California,Income,434 South Vermont Avenue ,Los Angeles         ,CA  ,90020,555-123-0363,fake30363@email.com
